"SYMBOL","СTO_1","СTO_2","СTO_3","СTO_4","СTO_5","СTO_6","СTO_7","СTO_8","СTO_9","СTO_10"
"RAP1GDS1",1471.2496105744,1762.43651405853,1539.8317487761,1545.89119116786,1521.93984331502,1597.61424168053,1594.30651040459,1446.6585403514,1659.09436905473,1816.42201103284
"RAP2A",1760.86555825799,2034.8241110595,1702.74231119755,1683.46967412431,1830.94135687913,1842.09050254721,1845.29995076,1939.67600229973,1851.74846670617,1786.70252535622
"RAP2B",983.578693532112,940.562368902034,873.322894142614,954.63299444777,835.358048748679,869.44451269312,966.470676650998,878.400993434997,866.559881735343,880.333856032254
"RAP2C",1503.19736753004,1598.22048666645,1486.2895948292,1292.11841890373,1549.8823125174,1392.58263349728,1513.52210074201,1464.2975898558,1441.02333722027,1420.91218848896
"RAPGEF1",8845.18982673759,8786.31758191752,8744.42304757852,9774.07619624702,9306.00443275077,9263.97244100447,9104.41885457749,9596.48560965909,9225.81985451089,8505.93708142365
"RAPGEF2",2683.1896298737,2805.23313177865,2904.88954509829,2785.20696117513,2995.79737862319,2931.02777990722,2826.85309432204,2742.20729456568,2937.30571435648,2762.42430513341
"RAPGEF3",1538.24434565401,1737.42094801188,1539.59720666824,1526.8199103416,1968.70653658508,1544.83654256111,1526.9795309866,1539.81183752845,1534.05280978734,1804.23791688821
"RAPGEF4",550.734819686121,525.084299037706,523.953355823388,584.761792967616,534.765645074304,523.42953466928,526.724433881836,529.260187633752,533.301918787168,527.960148872002
"RAPGEF5",1471.6968933787,1445.01637779978,1590.06192364087,1473.20866076659,1705.10299537792,1525.1418501856,1939.75278255936,1493.02397590601,1726.18125103564,1314.02349415783
"RAPGEF6",1224.73878641369,1157.39511134478,1270.55866994287,1184.76815409052,1144.67527451382,1136.54373466001,1173.87181450884,1140.9359473462,1247.79636157966,1209.30246017429
"RAPGEFL1",1479.87846446678,1464.02291530603,928.193731525005,1847.86336267684,1463.05310181661,951.478559774011,1213.17229014292,1321.79039680349,975.852523737692,1441.50393554498
"RAPSN",26.9398368551185,26.7066691257749,26.7196150914896,26.7651041496926,26.6746527265834,26.8346327888632,26.755431266644,26.7976039410127,26.9146290878114,26.8526697573042
"RARA",2318.53841041412,2123.78420138504,2969.27735172397,2396.02436548339,2621.41581606227,3064.58530766178,2590.50771109239,2455.58097875878,2758.80872299961,2600.47609247681
"RARG",1104.03486157575,1238.7514632162,890.544199454142,1024.89279393342,963.808112835356,975.751325916124,1046.07474898768,951.944923623155,973.781464259622,1158.22068647613
"RARRES3",452.69533294462,652.731569984945,746.458805022989,556.259445441994,549.958393757618,687.61684592039,557.705728213211,553.039553020051,610.775145694857,536.061557661336
"RARS",1334.05124780703,1389.43436263536,1353.62853650136,1360.75103451029,1334.88194582445,1353.37913504738,1371.57187162589,1352.5188720454,1411.79029890381,1372.93824985006
"RASA1",1632.91385797345,1632.43163683231,1620.21796073113,1551.32564189365,1639.30306522748,1588.95237467427,1538.076251742,1519.67649589234,1694.58153839939,1573.9524411986
"RASA2",1281.91622729977,1342.72268280275,1267.56239678957,1276.74475407105,1263.27167444513,1201.26612433537,1248.25558821992,1261.8052858889,1320.82468783864,1192.376281623
"RASA3",2303.45235934945,2420.77620773675,2436.82205635804,2454.17340715736,2610.5675439193,2439.04286109035,2359.15610445937,2479.79494247611,2430.6896474557,2522.49402884154
"RASAL2",1043.42675615946,1239.37435545424,1011.1926813038,1140.38286853748,1212.61735054583,1355.98714854016,1096.16907214317,1187.2367591778,1202.75550021742,1151.52179425706
"RASGRP1",227.709523755257,183.430895920034,208.015064427295,211.169691368532,235.867957538871,257.17185141506,210.733166961777,190.650478545721,386.414829485598,227.495133097292
"RASGRP2",1249.43682796424,1011.96469801614,1046.5600105663,1175.87706138582,1024.15188473989,1024.53990323426,1102.03114773239,1053.77042088664,1021.2660594996,1234.65166616154
"RASGRP3",514.503501838352,530.185592491547,654.3592707458,523.449103596291,724.566902313382,720.341966862826,537.512788655107,607.305630241789,732.581703255863,527.34051788753
"RASIP1",488.381759776657,459.021606674406,465.843644728254,459.331189352301,485.865235607601,491.829693636044,458.234639639835,465.965712263089,461.590776982819,464.309800415476
"RASL12",477.277630259475,399.202846258913,478.898368381688,469.560045138363,475.890495290815,387.328986924289,369.41737412585,495.018078456911,455.29892543954,463.284558485465
"RASSF1",1485.02822549098,1610.28176788421,1654.87285539663,1654.66000782929,1818.85856670406,1562.40708790492,1483.39418705428,1778.01709221907,1758.43933656976,1543.77252100553
"RASSF2",1053.80853981548,1113.64755511693,2477.55912280127,1454.23784173472,2899.48017809936,2918.6387770905,1541.12754494691,2395.63277955853,3068.6728620664,1233.18363996065
"RASSF4",2987.00164414116,3282.1088902417,3556.73830367543,3628.70300557292,3756.07098155773,3748.14049168979,3785.29617335597,3974.43052923848,3876.62605804847,3129.15822016128
"RASSF7",559.785975590097,593.022955777184,786.630710327007,616.389360823858,762.348688236828,506.958298276222,490.414873439537,511.270258338917,707.819491178617,657.77820210639
"RB1",1845.43510538746,1899.66670994076,1776.12263162326,1788.14398901778,1810.96928910841,1786.41228565237,1800.43491533423,1811.0119586704,1801.87973073186,1822.73063987507
"RB1CC1",3292.60828684154,3269.80868105085,3070.37983079306,3223.03207866457,3132.16468334466,3426.26609310226,3098.91323038069,3076.83779154391,2978.15081094802,2965.67321940449
"RBBP5",898.258576071945,934.857278976931,942.477893220958,892.668524184513,899.71713485954,939.026907432891,935.628725797083,895.876193898854,896.764419151852,883.431849143841
"RBBP6",3294.95541279157,3128.13399404472,2962.19874889091,3067.18971067373,3157.91500840796,3117.02077951576,3016.14191309885,2996.07186719042,3150.60614408225,3041.47406236354
"RBBP7",3821.31128511909,3634.00441032819,3746.14341661764,3869.46266788372,3816.91218613527,3771.37792202104,3827.3295721033,3900.7145410542,3740.92118417108,3666.97430056487
"RBBP8",435.122651588735,513.500440981084,406.969971806356,463.334011417163,386.028007866382,376.619860642549,452.898038026679,442.119042063702,411.182002197182,459.690499619942
"RBBP9",616.513808896303,578.836032407802,626.069658506779,645.609916130332,578.927325630609,642.827085116804,610.988142513105,615.30167685923,587.704583776443,617.98717567544
"RBCK1",5017.76201377291,5395.08624858486,4606.60050113126,4514.38788066797,4688.93814857992,4728.38903549793,4674.66904454586,5021.05204311651,4653.53274313003,4879.71635010196
"RBFA",467.874185521867,496.781141138065,465.577008638201,470.165815690516,466.711396485689,463.519918144942,468.891300989475,463.340415302864,480.287978136344,480.683879555348
"RBFOX2",4854.3180326441,4336.47076799396,4112.72193932937,4082.77347714122,4220.37768087429,3992.40816284941,4914.62702754475,4238.11430467644,4695.99210310068,4667.42176186396
"RBKS",192.728267147517,192.632771119875,196.464437642211,192.348292063103,192.703826680559,193.765030753371,196.742075594066,192.625949183705,193.606515681432,193.036782697569
"RBL1",145.814731604679,147.287782786384,128.13346706404,146.800226426969,128.175831790898,141.962355394726,134.935654609313,132.517544194757,129.192267183831,139.623976663599
