"SYMBOL","СTO_1","СTO_2","СTO_3","СTO_4","СTO_5","СTO_6","СTO_7","СTO_8","СTO_9","СTO_10"
"A1BG","1","9","18","20","5","23","3","4","9","2"
"A1BG-AS1","65","245","295","262","135","215","64","143","62","49"
"A1CF","0","2","1","1","1011","0","0","1","1","0"
"A2M","6016","4936","67479","5046","75120","61763","7221","14284","37092","25190"
"A2M-AS1","482","541","6648","369","3658","2476","474","948","2622","2716"
"A2ML1","2048","3954","0","461","6","5","114","333","3","3665"
"A2ML1-AS1","35","17","21","3","13","16","8","14","7","5"
"A2ML1-AS2","2","0","0","0","0","0","0","0","0","0"
"A2MP1","54","18","40","16","40","22","153","21","22","28"
"A3GALT2","1","5","1","3","0","0","1","2","3","1"
"A4GALT","120","957","443","4151","606","566","634","2793","131","2268"
"A4GNT","0","3","0","26","522","2","0","0","1","0"
"AAAS","1135","1102","1078","1209","1101","553","978","905","441","609"
"AACS","654","1182","1915","1432","1714","1624","681","332","520","1016"
"AACSP1","0","0","14","0","8","1","0","1","0","2"
"AADAC","133","7","57","33","894","37","908","96","28","115"
"AADACL2","68","4","0","14","2","3","14","7","1","1"
"AADACL2-AS1","3","0","1","6","10","1","37","7","0","4"
"AADACL3","0","3","0","0","0","0","0","2","0","0"
"AADACL4","0","0","0","0","0","7","0","0","0","0"
"AADACP1","62","18","9","140","276","4","278","10","4","22"
"AADAT","223","205","137","149","139","210","80","18","72","54"
"AAED1","46","855","919","167","357","366","456","297","278","279"
"AAGAB","1059","2477","2115","936","2170","976","1992","672","953","1211"
"AAK1","1161","1003","1349","1217","1585","1685","2674","2078","887","514"
"AAMDC","193","202","482","183","446","246","169","133","150","149"
"AAMP","3349","4105","5882","3924","4100","4458","4568","1632","1702","2228"
"AANAT","2","7","9","24","0","3","3","13","8","1"
"AAR2","1040","1358","2395","1201","1620","854","1169","567","704","909"
"AARD","19","34","139","0","36","52","27","9","6","36"
"AARS","3918","6302","5874","4943","4984","5538","7051","4337","2278","2393"
"AARS2","1039","490","568","638","673","404","288","771","295","216"
"AARSD1","28","26","15","29","6","6","11","22","18","0"
"AARSP1","0","0","0","0","0","0","0","0","0","0"
"AASDH","560","557","452","268","501","246","293","119","204","203"
"AASDHPPT","862","1753","2673","1086","1067","939","1028","730","771","646"
"AASS","241","82","375","312","430","244","299","405","503","286"
"AATBC","290","40","214","66","95","81","10","32","42","29"
"AATK","82","79","75","377","529","262","62","63","169","78"
"ABAT","299","336","671","41","1627","1285","54","89","264","455"
"ABCA1","662","1644","1634","2566","2496","2115","2070","1114","1177","514"
"ABCA10","37","24","21","9","93","14","8","6","26","20"
"ABCA11P","28","13","23","7","16","4","3","7","31","4"
"ABCA12","682","1897","78","154","77","1070","1047","176","48","431"
"ABCA13","2363","144","301","2317","283","201","1429","2903","19","863"
"ABCA17P","5","7","21","6","8","13","6","2","18","5"
"ABCA2","399","518","1786","2255","2198","1182","520","808","905","266"
"ABCA3","1146","89","11429","825","18719","6022","547","544","5488","8179"
"ABCA4","6","98","151","12","29","49","13","5","1463","47"
"ABCA5","427","417","444","435","972","93","324","306","234","201"
"ABCA6","42","55","272","66","403","170","94","108","129","160"
"ABCA7","443","158","478","880","2083","152","260","470","1119","264"
"ABCA8","51","8","404","30","830","503","6","12","157","142"
"ABCA9","70","24","79","72","283","115","33","38","67","44"
"ABCA9-AS1","25","19","6","24","54","9","12","5","9","19"
"ABCB1","15","43","185","22","91","106","75","65","61","16"
"ABCB10","247","785","939","525","989","811","549","476","326","297"
"ABCB10P3","0","1","0","0","1","0","0","0","0","0"
"ABCB10P4","1","1","0","0","0","0","0","1","0","0"
"ABCB11","0","2","2","1","29","2","8","8","0","8"
"ABCB4","6","15","54","10","22","28","13","14","14","10"
"ABCB5","5","15","2","0","18","8","2","0","6","4"
"ABCB6","24","24","13","59","6","5","28","25","8","3"
"ABCB7","584","442","1114","698","860","573","761","350","491","397"
"ABCB8","652","564","2336","1254","1428","838","1099","563","441","787"
"ABCB9","1099","1894","2316","1539","2097","675","1542","622","575","839"
"ABCC1","2477","2692","2251","14458","3790","2324","9166","4465","1171","1470"
"ABCC10","871","682","995","968","1604","658","549","1456","535","343"
"ABCC11","29","38","94","80","129","76","83","36","48","74"
"ABCC12","0","0","7","2","0","0","0","0","2","0"
"ABCC13","0","2","1","1","29","6","0","0","2","2"
"ABCC2","16","38","13","5","19","8","303","538","12","15"
"ABCC3","87","1141","18422","2808","10347","664","1075","622","7338","833"
"ABCC4","503","406","3297","526","662","2763","1271","1012","691","520"
"ABCC5","10040","3813","2131","11184","1658","1807","6792","6358","485","1282"
"ABCC5-AS1","1","2","1","5","2","1","1","3","0","0"
"ABCC6","52","10","601","129","901","163","153","56","509","170"
"ABCC6P1","1","1","99","4","98","3","29","0","38","10"
"ABCC6P2","1","5","94","1","38","5","8","1","24","8"
"ABCC8","7","2","28","328","3","14","2","12","0","9"
"ABCC9","150","66","488","65","384","372","157","108","206","456"
"ABCD1","318","637","1067","554","791","475","343","382","277","204"
"ABCD1P2","0","1","0","0","0","0","0","0","0","0"
"ABCD1P3","0","0","0","0","0","0","0","0","0","0"
"ABCD1P4","0","0","0","0","0","0","0","0","0","0"
"ABCD1P5","0","0","0","0","0","0","0","0","0","0"
"ABCD2","16","17","117","18","45","26","35","46","37","12"
"ABCD3","919","1678","3759","531","3154","2434","1614","616","2103","1281"
"ABCD4","624","803","1818","1375","1344","381","503","604","499","516"
"ABCE1","1431","4627","2573","1821","1602","1514","3480","856","1494","1852"
"ABCF1","2997","2952","3485","2323","3099","4446","4169","2231","987","1189"
"ABCF2","1314","1419","2736","2861","1595","1506","4290","1423","1090","1585"
"ABCF2P1","3","0","0","0","0","0","3","0","1","0"
"ABCF2P2","0","0","0","0","0","0","0","0","0","0"
"ABCF3","3154","3497","1972","2480","2138","1514","2706","2842","889","1004"
"ABCG1","265","923","2120","1071","2767","1275","1746","793","398","310"
"ABCG2","26","61","159","520","215","320","87","114","52","46"
"ABCG4","6","21","9","32","4","1","8","11","5","3"
"ABCG5","3","1","9","18","28","1","2","1","2","2"
"ABCG8","3","0","0","19","22","0","0","0","0","1"
"ABHD1","106","95","178","215","57","63","136","139","40","75"
"ABHD10","886","961","1535","1647","834","531","1775","521","435","414"
"ABHD11","770","820","2040","999","1591","1180","857","1178","763","590"
"ABHD11-AS1","5","50","472","2","475","44","33","6","59","75"
"ABHD12","1020","1728","6759","2545","2740","3181","1902","1336","1119","1229"
"ABHD12B","1","126","15","13","12","8","3","14","1","105"
"ABHD13","397","1157","1886","257","806","438","665","389","437","419"
"ABHD14A","124","104","1080","338","589","204","294","210","421","247"
"ABHD14B","491","373","4179","910","2364","729","850","711","1930","827"
"ABHD15","234","184","1696","946","920","882","309","600","443","212"
"ABHD15-AS1","7","14","63","32","24","24","10","40","13","5"
"ABHD16A","26","23","31","16","54","9","6","18","11","2"
"ABHD16B","73","59","130","91","240","65","39","58","69","60"
"ABHD17A","753","664","1003","1381","1090","272","638","627","514","539"
"ABHD17AP1","4","1","2","7","11","1","1","5","6","4"
"ABHD17AP3","1","1","0","1","1","0","0","0","2","0"
"ABHD17AP4","15","14","8","3","1","0","0","1","1","4"
"ABHD17AP6","7","3","3","6","1","1","1","2","0","2"
"ABHD17AP7","0","0","0","0","0","0","0","0","0","0"
"ABHD17AP8","0","0","0","0","0","0","0","0","0","0"
"ABHD17AP9","0","0","0","0","0","0","0","0","0","0"
"ABHD17B","371","951","723","486","541","328","718","311","271","287"
"ABHD17C","711","2009","1844","1288","8008","443","704","579","1770","1191"
"ABHD18","212","310","266","189","596","243","242","168","207","177"
"ABHD2","3017","4546","8216","4334","45336","7896","8522","1679","5588","2584"
"ABHD3","381","705","1358","1018","1590","782","660","1995","334","338"
"ABHD4","795","875","1948","2894","1711","1284","3333","1020","787","1107"
"ABHD5","321","534","889","382","631","621","1117","310","347","330"
"ABHD6","60","237","281","699","601","272","207","241","124","95"
"ABHD8","530","243","476","777","375","303","663","568","251","239"
"ABI1","4406","2345","2958","1886","3157","3020","3474","1531","1293","1671"
"ABI1P1","0","0","0","0","0","0","0","1","0","0"
"ABI2","1655","2071","4098","1771","4124","3680","1915","1745","5124","1290"
"ABI3","107","353","515","255","606","453","434","405","418","142"
"ABI3BP","523","154","1335","209","2605","1159","161","351","556","265"
"ABL1","1579","1963","2798","2374","2352","1715","2456","1762","1535","997"
"ABL2","448","1644","1054","876","931","1134","811","848","655","384"
"ABLIM1","2808","2698","4012","6958","15054","3219","4156","1523","2001","2662"
"ABLIM2","11","98","181","140","169","89","22","49","45","116"
"ABLIM3","110","458","842","87","1408","313","95","63","265","692"
"ABO","338","318","1529","351","3232","351","68","59","1389","424"
"ABR","3611","2010","4235","2224","7669","3746","1178","1244","2346","1344"
"ABRA","0","5","3","0","0","0","0","0","0","1"
"ABRACL","1668","2042","1779","861","1452","1244","4250","825","386","469"
"ABRAXAS1","425","928","1213","392","650","509","708","483","420","569"
"ABRAXAS2","639","864","993","357","814","467","668","310","420","342"
"ABT1","1091","2767","2167","723","1028","577","1927","1002","365","477"
"ABT1P1","0","0","1","2","0","0","0","1","0","0"
"ABTB1","457","1087","1480","2013","2502","475","382","410","579","306"
"ABTB2","197","495","401","503","561","339","194","154","409","212"
"ACAA1","1138","832","3560","1395","2318","1332","1361","843","1317","1080"
"ACAA2","398","396","2952","124","1430","987","778","695","760","635"
"ACACB","212","108","322","501","1967","450","89","233","241","56"
"ACAD10","517","318","918","877","1070","712","324","367","375","319"
"ACAD11","218","109","116","321","180","92","207","76","60","71"
"ACAD8","4724","321","2664","966","879","1777","400","464","1910","552"
"ACAD9","2571","1963","1711","2797","1357","594","3341","824","718","858"
"ACADL","86","5","40","58","510","129","37","8","20","70"
"ACADM","523","1016","2461","559","1430","1880","1584","747","625","567"
"ACADS","409","397","1825","599","1514","323","358","302","269","530"
"ACADSB","467","309","3710","556","1274","772","1227","344","462","791"
"ACADVL","2822","3635","5598","4986","5912","3738","4114","4925","2102","2675"
"ACAN","4","153","227","25","55","267","19","53","75","10"
"ACAP1","162","403","660","559","398","202","376","623","373","155"
"ACAP2","3865","4848","1827","3008","2759","1640","3490","3633","1027","825"
"ACAP2-IT1","18","29","6","4","18","4","2","21","7","1"
"ACAP3","1511","1055","1656","1226","1117","438","912","513","540","497"
"ACAT1","206","1043","3485","1281","1076","991","921","470","666","776"
"ACAT2","1864","2053","1679","2639","980","1101","5781","1745","622","1039"
"ACBD3","1386","2064","2888","1318","3921","3194","3524","1088","1461","1417"
"ACBD3-AS1","195","221","340","251","511","461","494","115","147","220"
"ACBD4","57","86","878","367","452","226","76","116","265","123"
"ACBD5","943","502","1827","473","3145","1053","586","451","533","432"
"ACBD6","709","1044","1373","1563","929","699","1371","1105","610","592"
"ACBD7","4","5","22","9","11","128","4","2","9","4"
"ACCS","128","125","494","560","827","105","51","170","368","77"
"ACCSL","1","0","2","0","0","0","0","0","0","0"
"ACD","512","521","589","672","704","268","441","418","343","436"
"ACE","596","251","410","520","4546","1089","530","468","711","222"
"ACE2","104","39","219","88","126","341","126","40","25","147"
"ACE3P","0","0","0","0","0","0","0","0","0","0"
"ACER1","0","5","3","2","0","0","1","0","4","0"
"ACER2","47","27","134","37","630","121","98","38","50","56"
"ACER3","513","2944","1657","676","1760","833","1137","524","610","524"
"ACHE","33","8","1373","53","353","577","42","40","59","40"
"ACIN1","4341","3792","3675","5248","5464","2714","3063","2665","2865","1866"
"ACKR1","52","170","1352","96","1109","377","74","220","287","576"
"ACKR2","28","32","69","3","74","2046","29","15","14","15"
"ACKR3","4695","2177","595","2249","397","1534","15886","705","113","6665"
"ACKR4","130","75","37","141","258","24","46","43","33","29"
"ACLY","2875","2185","7283","7134","5530","19529","5370","5671","2417","2046"
"ACMSD","15","2","239","4","48","5","15","6","10","12"
"ACO1","538","439","2459","1500","1952","1731","1540","1154","1722","1472"
"ACO2","3118","3661","4163","3835","4571","3229","8557","2691","1935","4352"
"ACOD1","1","1","0","2","1","5","3","1","2","0"
"ACOT1","17","38","270","54","229","51","41","33","35","87"
"ACOT11","134","389","700","334","772","114","225","101","163","244"
"ACOT12","0","1","0","1","1","0","0","1","1","0"
"ACOT13","1025","1349","3050","375","1188","693","1810","1202","639","561"
"ACOT2","139","254","1116","651","691","307","278","184","274","168"
"ACOT4","17","121","642","62","267","124","65","44","92","50"
"ACOT6","0","3","7","2","9","2","1","1","5","5"
"ACOT7","453","3597","1949","1082","1691","715","2982","1080","447","1855"
"ACOT8","630","656","1773","449","1177","410","631","363","552","493"
"ACOT9","287","1398","2028","736","1805","896","988","520","771","749"
"ACOX1","2001","2020","3876","1656","4459","4625","2723","893","1811","1783"
"ACOX2","59","49","378","21","412","204","80","22","320","201"
"ACOX3","739","222","992","290","955","352","338","190","392","442"
"ACOXL","23","23","377","13","134","42","23","13","320","84"
"ACOXL-AS1","10","1","13","5","17","8","4","1","43","1"
"ACP1","3155","4098","3914","2918","2439","1913","3863","1988","1227","1916"
"ACP2","1381","765","3017","1264","1504","1497","1909","1265","1091","744"
"ACP5","567","2289","5549","3358","8512","3513","3487","3206","2478","1359"
"ACP6","442","154","911","663","1015","348","212","365","458","248"
"ACP7","2","372","1","210","3","4","13","57","0","10"
"ACPP","587","687","325","459","321","260","380","68","55","73"
"ACR","4","9","1","3","8","29","1","0","1","2"
"ACRBP","132","29","77","79","80","65","52","80","29","22"
"ACRV1","14","5","5","14","2","1","3","13","4","0"
"ACSBG1","339","2001","1274","471","1163","402","871","541","555","554"
"ACSBG2","15","4","4","15","8","1","5","2","11","1"
"ACSF2","402","837","3715","325","1189","1555","519","237","891","580"
"ACSF3","617","856","1204","729","1340","551","221","403","437","454"
"ACSL1","1760","2133","4111","3102","3464","4178","2268","1603","3971","3115"
"ACSL3","1771","3510","3397","2235","3743","4258","2952","1197","1400","2459"
"ACSL4","1179","2134","3343","735","4902","2208","2146","1168","1633","3399"
"ACSL5","161","1095","36424","192","9690","3586","485","277","2995","1154"
"ACSL6","4","4","179","10","4","9","36","25","21","8"
"ACSM1","7","5","54","1","34","6","4","5","16","23"
"ACSM2A","0","0","5","0","0","0","0","0","0","0"
"ACSM2B","0","0","29","0","2","0","0","0","0","0"
"ACSM3","345","202","1042","87","1360","315","179","83","413","719"
"ACSM4","2","7","1","0","8","0","1","68","2","2"
"ACSM5","5","3","53","8","136","52","12","35","23","8"
"ACSM5P1","0","0","2","0","2","0","0","0","1","0"
"ACSM6","1","2","3","4","1","1","6","0","0","0"
"ACSS1","2167","649","4143","2814","3075","3482","1893","1452","555","443"
"ACSS2","945","986","13474","1791","3264","2191","796","2025","974","2129"
"ACSS3","44","76","819","43","621","636","78","131","142","397"
"ACTA1","3","1","5","3","1","2","5","2","1","2"
"ACTA2","823","1854","12450","2657","8361","4139","4474","5953","6931","10863"
"ACTA2-AS1","504","1194","8025","1718","4876","2484","2765","3788","4251","7423"
"ACTB","106172","218473","280576","87634","181886","141227","266195","114508","117785","123183"
"ACTBL2","0","24","19","0","12","2","3","0","19","11"
"ACTBP1","3","5","0","2","1","0","5","2","0","4"
"ACTBP11","8","3","4","1","3","1","10","1","7","3"
"ACTBP12","1","0","0","0","0","0","1","0","0","0"
"ACTBP13","0","1","2","0","2","0","0","0","1","1"
"ACTBP14","0","0","0","0","0","0","0","0","0","0"
"ACTBP2","11","5","3","6","4","3","19","6","17","6"
"ACTBP6","0","0","0","0","0","0","0","0","0","0"
"ACTBP7","12","5","6","5","5","1","6","4","6","5"
"ACTBP8","2","1","0","0","3","0","3","9","3","2"
"ACTBP9","0","2","0","0","16","0","6","0","3","0"
"ACTC1","0","6","32","4","5","2","1","2","4","1"
"ACTG1","79042","97772","219690","76467","80686","120135","154425","38463","77648","107758"
"ACTG1P1","18","8","6","7","15","3","12","4","3","6"
"ACTG1P10","4","4","7","13","5","7","2","5","2","1"
"ACTG1P11","0","0","1","0","0","0","0","0","0","0"
"ACTG1P12","0","1","0","1","0","0","0","0","0","0"
"ACTG1P13","0","0","0","0","0","0","0","0","0","0"
"ACTG1P14","3","8","2","1","2","1","6","4","8","3"
"ACTG1P15","4","3","0","3","10","0","0","1","5","0"
"ACTG1P16","0","0","0","0","0","0","0","1","0","0"
"ACTG1P17","15","2","11","8","6","2","8","12","12","5"
"ACTG1P18","0","0","0","0","0","1","0","0","0","0"
"ACTG1P19","0","0","1","0","0","0","0","0","0","0"
"ACTG1P2","0","0","0","0","0","0","0","0","0","0"
"ACTG1P20","11","14","16","9","5","6","9","8","6","1"
"ACTG1P21","0","0","0","0","0","0","0","1","0","0"
"ACTG1P22","1","2","5","10","2","0","8","7","0","3"
"ACTG1P23","5","0","4","3","4","3","4","0","1","3"
"ACTG1P24","0","0","2","2","3","0","0","0","1","0"
"ACTG1P3","28","19","6","9","22","7","5","11","9","2"
"ACTG1P9","0","2","1","2","0","0","1","1","0","0"
"ACTG2","57","225","875","133","322","267","116","415","814","562"
"ACTL10","25","15","119","92","194","38","19","33","61","35"
"ACTL6A","3797","8115","3166","3325","1775","1717","6246","4243","972","1243"
"ACTL6B","0","0","0","0","0","1","0","0","0","0"
"ACTL7A","1","0","0","0","0","1","0","1","0","0"
"ACTL7B","0","0","0","1","1","0","0","0","1","0"
"ACTL8","6","5","0","37","1","7","26","16","0","0"
"ACTL9","0","0","0","0","0","0","0","0","0","0"
"ACTN1","2824","10065","6430","8545","7872","8310","5942","5194","4941","5419"
"ACTN1-AS1","0","3","0","3","0","0","0","3","1","3"
"ACTN2","2","10","22","3","75","18","6","2","3","14"
"ACTN3","1","1","7","10","6","1","1","1","3","2"
"ACTN4","23170","14950","24751","9440","22623","17659","15148","7751","10247","16685"
"ACTN4P1","3","1","2","1","1","0","1","3","2","0"
"ACTN4P2","0","0","0","0","0","0","0","0","0","0"
"ACTP1","0","0","3","0","0","0","0","1","0","0"
"ACTR10","961","2605","3558","1333","1651","1298","1339","561","1057","678"
"ACTR1A","2470","3826","6531","1186","4627","2185","3557","1733","2262","2398"
"ACTR1B","1400","2072","4034","1626","2268","1396","1824","1304","1240","1169"
"ACTR2","7064","10643","16147","5854","11270","13950","12357","8967","6370","4574"
"ACTR3","5815","11390","13109","5346","9075","7042","18280","6539","5019","5399"
"ACTR3B","238","137","276","396","166","163","231","279","92","110"
"ACTR3BP1","0","0","0","0","0","0","0","0","0","0"
"ACTR3BP2","0","0","0","0","0","0","0","0","0","0"
"ACTR3BP3","0","0","0","0","0","0","0","0","0","0"
"ACTR3BP4","0","0","0","0","0","0","0","0","0","0"
"ACTR3BP5","0","0","0","0","0","0","0","0","0","0"
"ACTR3BP6","0","0","0","0","0","0","0","0","0","0"
"ACTR3C","57","89","212","190","142","122","195","74","59","110"
"ACTR3P2","0","0","0","0","0","0","1","0","0","0"
"ACTR3P3","0","0","0","0","0","0","0","0","0","0"
"ACTR5","210","349","568","219","354","290","236","174","128","197"
"ACTR6","581","842","970","357","731","659","521","260","245","283"
"ACTR6P1","0","0","0","0","0","0","0","0","0","0"
"ACTR8","516","293","686","280","637","793","649","260","465","353"
"ACTRT1","1","0","0","0","0","0","0","0","0","0"
"ACTRT2","0","0","0","0","0","0","0","0","0","0"
"ACTRT3","61","65","121","51","77","44","173","91","54","43"
"ACVR1","534","1646","2483","578","2330","1156","1907","976","1086","1333"
"ACVR1B","2598","2028","2058","1294","2116","1203","1150","928","913","1015"
"ACVR1C","90","223","54","82","65","38","120","53","7","67"
"ACVR2A","1279","482","773","175","655","364","826","274","315","365"
"ACVR2B","419","186","295","378","377","532","240","194","217","102"
"ACVR2B-AS1","56","6","23","73","26","49","25","9","17","22"
"ACVRL1","318","455","1026","463","2095","922","807","540","633","531"
"ACY1","7","3","18","18","20","5","5","1","9","5"
"ACY3","11","25","181","61","293","18","40","21","103","10"
"ACYP1","147","200","172","218","134","44","110","139","83","51"
"ACYP2","260","247","556","167","391","95","389","168","159","192"
"ADA","169","692","397","1379","149","230","524","627","76","405"
"ADA2","820","764","1851","1155","4850","4248","1897","3386","1614","735"
"ADAD1","0","0","0","0","0","0","0","0","0","0"
"ADAD1P2","0","0","0","0","0","0","0","0","0","0"
"ADAD2","337","123","1","110","2","0","37","17","0","55"
"ADAL","163","244","245","95","177","78","307","98","79","127"
"ADAM10","2260","5656","3282","2011","7059","3561","1989","1932","2728","2534"
"ADAM11","54","16","9","210","9","12","7","40","9","3"
"ADAM12","163","387","375","874","193","506","2202","917","293","544"
"ADAM15","1298","5356","19247","3957","8077","7411","3653","2666","4896","2811"
"ADAM17","2403","3724","2424","4739","1372","2632","4455","2086","910","1074"
"ADAM18","0","2","82","3","0","0","0","1","0","0"
"ADAM19","187","1259","644","611","768","413","752","658","792","376"
"ADAM1A","0","0","0","0","0","0","0","0","0","0"
"ADAM1B","0","3","24","5","3","4","7","13","7","4"
"ADAM2","0","0","0","1","0","48","2","1","0","0"
"ADAM20","4","11","4","4","3","0","0","1","0","0"
"ADAM20P1","47","39","7","66","5","2","1","8","5","0"
"ADAM20P2","0","0","0","0","0","0","0","0","0","0"
"ADAM20P3","0","2","0","0","0","0","0","0","0","2"
"ADAM21","10","2","3","5","3","0","3","1","1","4"
"ADAM21P1","0","0","0","1","0","0","0","0","0","0"
"ADAM22","61","22","188","26","92","92","48","69","112","76"
"ADAM23","165","510","98","10184","59","14","4492","1059","33","28"
"ADAM24P","0","0","0","0","0","0","0","0","0","0"
"ADAM28","179","231","350","186","8290","495","358","486","329","366"
"ADAM29","1","0","1","0","11","6","1","0","0","0"
"ADAM30","0","0","0","0","0","1","0","0","0","0"
"ADAM32","11","68","5","53","12","18","17","14","7","14"
"ADAM33","13","115","71","126","77","33","24","42","20","64"
"ADAM3A","0","0","0","0","0","0","0","0","0","0"
"ADAM3B","0","0","0","0","0","0","0","0","0","0"
"ADAM5","0","2","0","0","0","0","1","0","0","0"
"ADAM7","0","0","0","0","0","0","1","3","0","0"
"ADAM8","152","1473","3151","391","5403","766","1087","424","1230","1046"
"ADAM9","1714","6079","6222","3166","10740","9842","4242","2241","6082","8579"
"ADAMDEC1","51","300","201","348","64","526","1007","703","63","71"
"ADAMTS1","460","493","2141","508","1442","1360","1379","543","474","1244"
"ADAMTS10","39","69","201","126","217","89","74","133","112","88"
"ADAMTS12","240","499","580","528","1076","729","1649","894","1088","913"
"ADAMTS13","51","32","52","166","106","20","18","74","34","12"
"ADAMTS14","25","283","49","129","120","70","125","151","96","119"
"ADAMTS15","10","222","202","471","354","162","15","94","44","277"
"ADAMTS16","58","3","266","47","165","64","32","209","218","408"
"ADAMTS17","360","173","91","63","63","27","26","18","60","20"
"ADAMTS18","236","22","16","8","2","18","124","41","6","23"
"ADAMTS19","4","0","2","0","0","8","7","0","0","0"
"ADAMTS19-AS1","0","0","0","0","0","3","3","0","0","1"
"ADAMTS2","137","1354","1082","1274","1845","1240","2986","2347","1167","907"
"ADAMTS20","216","48","1","68","10","5","0","35","0","6"
"ADAMTS3","29","214","116","15","69","125","79","9","27","60"
"ADAMTS4","71","586","836","324","95","388","955","936","140","870"
"ADAMTS5","22","84","127","70","74","263","127","133","67","37"
"ADAMTS6","26","61","27","16","62","24","7","30","51","15"
"ADAMTS7","81","101","216","220","334","308","177","322","162","125"
"ADAMTS7P3","1","11","15","4","130","19","3","6","5","0"
"ADAMTS7P4","0","4","17","10","8","3","7","3","4","3"
"ADAMTS8","15","7","353","53","344","221","7","7","148","61"
"ADAMTS9","139","173","385","216","366","252","153","236","331","292"
"ADAMTS9-AS1","8","12","41","15","36","45","9","17","19","37"
"ADAMTS9-AS2","10","3","108","11","34","12","15","3","57","10"
"ADAMTSL1","14","19","151","294","204","170","434","153","237","21"
"ADAMTSL2","154","85","1493","258","1373","284","231","271","895","262"
"ADAMTSL3","87","159","202","15","421","355","33","23","107","439"
"ADAMTSL4","229","475","557","228","1367","499","266","369","554","194"
"ADAMTSL4-AS1","70","195","202","63","308","154","89","128","182","59"
"ADAMTSL5","111","206","176","211","191","32","25","123","100","136"
"ADAP1","49","327","319","323","1200","60","44","46","119","134"
"ADAP2","104","355","839","205","575","595","353","269","378","208"
"ADAR","7515","8698","18559","10500","13807","17050","11449","6462","7555","4279"
"ADARB1","169","366","1120","427","950","700","154","577","431","221"
"ADARB2","9","10","23","110","55","26","0","21","22","5"
"ADARB2-AS1","0","4","0","2","1","4","0","0","0","0"
"ADAT1","259","665","1250","306","782","616","516","274","316","422"
"ADAT2","202","320","229","279","241","53","163","145","198","52"
"ADAT3","60","11","30","118","105","15","39","29","24","19"
"ADCK1","247","159","285","599","353","277","178","268","135","124"
"ADCK2","443","657","2324","1217","1294","737","973","839","513","592"
"ADCK5","267","457","448","338","254","152","138","211","193","176"
"ADCY1","55","14","223","225","54","298","32","41","104","20"
"ADCY10","7","6","5","31","7","1","648","172","7","2"
"ADCY10P1","73","93","28","150","60","14","48","243","51","12"
"ADCY2","372","4","68","7","28","2","401","4","16","10"
"ADCY3","1679","2321","1899","4977","1440","1455","3421","3566","1084","904"
"ADCY4","50","158","179","180","560","103","62","135","121","77"
"ADCY5","106","72","783","484","115","63","72","98","88","41"
"ADCY6","388","501","1338","546","3645","884","313","364","956","237"
"ADCY7","215","1870","1183","726","2090","1136","661","693","872","685"
"ADCY8","1","0","2","2","25","6","68","0","0","3"
"ADCY9","736","692","3413","706","1685","1648","673","637","1297","432"
"ADCYAP1","17","7","59","24","18","95","8","14","14","9"
"ADCYAP1R1","44","64","16","3","8","34","6","1","2","3"
"ADD1","6140","2688","7976","3325","8367","5626","4173","2440","3504","3613"
"ADD2","38","650","214","2160","58","33","888","812","52","17"
"ADD3","2979","2688","6367","3096","6316","770","5901","1822","1014","1272"
"ADD3-AS1","54","49","100","125","162","16","167","58","19","33"
"ADGB","0","0","3","0","30","7","0","2","6","2"
"ADGRA1","0","4","0","10","8","0","0","0","0","2"
"ADGRA1-AS1","0","0","0","0","0","0","0","0","0","0"
"ADGRA2","479","733","1820","988","1871","1258","1426","1273","1154","993"
"ADGRA3","1314","709","1555","1012","768","1251","928","708","346","599"
"ADGRB1","40","270","52","2846","53","41","9","20","58","5"
"ADGRB2","205","117","291","239","175","224","161","177","65","65"
"ADGRB3","57","0","28","1","33","31","85","1","10","5"
"ADGRD1","51","86","1245","80","1078","581","40","138","367","189"
"ADGRD1-AS1","4","40","393","73","79","202","6","17","54","32"
"ADGRD2","3","5","1","20","0","0","0","2","3","1"
"ADGRE1","9","93","105","105","23","233","27","15","21","22"
"ADGRE2","125","470","161","423","324","366","561","457","427","158"
"ADGRE3","6","30","34","2","54","23","8","1","18","4"
"ADGRE4P","2","25","7","9","61","35","5","31","22","3"
"ADGRE5","348","1542","3123","1241","4805","1549","1835","1819","6299","1038"
"ADGRF1","62","413","1059","38","1012","247","134","18","1704","514"
"ADGRF2","4","92","1","2","36","5","118","7","0","6"
"ADGRF3","49","60","58","140","70","125","302","77","38","25"
"ADGRF4","189","1627","52","208","723","8","322","103","52","444"
"ADGRF5","568","358","13079","257","5676","5015","785","381","4440","2130"
"ADGRF5P1","5","2","9","4","3","4","14","12","3","2"
"ADGRF5P2","0","0","1","0","4","5","0","0","0","0"
"ADGRG1","1134","9265","4472","3020","19112","6732","4746","2568","3894","5433"
"ADGRG2","15","65","213","9","390","58","15","15","43","28"
"ADGRG3","11","187","22","12","23","38","114","35","9","20"
"ADGRG4","0","0","0","0","3","0","0","0","0","1"
"ADGRG5","25","175","109","82","125","43","58","89","108","33"
"ADGRG6","1921","1638","1893","39","3556","596","591","153","701","354"
"ADGRG7","1","9","10","0","33","0","0","0","0","9"
"ADGRL1","1696","1937","1000","4297","858","1258","726","1146","942","243"
"ADGRL2","1820","1024","773","201","2582","1524","2797","441","630","321"
"ADGRL3","490","348","50","3","175","102","662","5","35","74"
