"SYMBOL","СTO_1","СTO_2","СTO_3","СTO_4","СTO_5","СTO_6","СTO_7","СTO_8","СTO_9","СTO_10"
"HIST2H3D","7","0","4","2","0","1","6","2","1","2"
"HIST2H3DP1","0","0","2","1","0","5","1","1","2","0"
"HIST2H3PS2","0","0","0","0","0","0","0","0","0","0"
"HIST3H2A","213","1690","215","13","105","266","71","83","115","255"
"HIST3H2BA","3","0","0","0","1","0","0","0","0","0"
"HIST3H2BB","53","55","6","1","12","44","2","3","11","12"
"HIST3H3","1","0","0","0","5","1","0","4","0","0"
"HIST4H4","76","31","27","25","28","38","28","20","31","24"
"HIVEP1","2099","1116","906","557","983","1191","782","645","615","340"
"HIVEP2","2278","1070","1334","924","1178","917","1350","641","1339","424"
"HIVEP3","147","924","769","166","650","476","310","218","327","237"
"HJURP","1036","1004","147","1000","70","404","1909","460","149","304"
"HK1","5683","4660","5649","8334","7579","5083","21836","2878","3756","4457"
"HK2","5663","6845","1134","9676","2420","1115","7115","3242","2675","2403"
"HK2P1","6","4","1","6","5","2","7","0","4","2"
"HK3","51","269","293","235","247","379","311","611","312","77"
"HKDC1","16","116","1193","4","3250","86","136","11","444","211"
"HKR1","1102","102","1368","538","792","354","209","384","375","393"
"HLA-A","9784","88950","137097","38100","78081","26218","79824","29664","62553","20338"
"HLA-B","7056","135725","165794","44098","96844","34224","96402","32500","59859","26696"
"HLA-C","3281","38995","124373","19106","54107","16620","67191","14212","32708","11744"
"HLA-DMA","422","2326","9286","916","4848","2751","2235","1744","2785","1704"
"HLA-DMB","234","2115","4829","545","2956","1387","1303","1135","1700","679"
"HLA-DOA","259","877","2354","574","4038","2382","1311","974","2158","1169"
"HLA-DOB","34","69","315","47","62","30","168","82","100","71"
"HLA-DPA1","2210","10545","44606","5396","26514","19383","14210","10435","19723","8650"
"HLA-DPA2","0","0","0","0","0","1","0","0","0","0"
"HLA-DPA3","1","1","8","1","6","0","14","0","0","2"
"HLA-DPB1","1526","5209","27247","3507","15614","9346","10431","7057","12380","5141"
"HLA-DPB2","1","19","154","24","51","27","27","19","77","16"
"HLA-DQA1","380","2864","4521","2712","13525","9180","4044","1499","3715","1524"
"HLA-DQA2","224","256","3084","778","114","177","2053","1794","784","60"
"HLA-DQB1","402","6226","6747","2677","14290","12494","2582","3743","2640","2843"
"HLA-DQB1-AS1","157","1805","1791","762","2830","2652","714","1170","979","906"
"HLA-DQB2","61","365","2658","120","1008","176","675","645","2082","158"
"HLA-DQB3","0","0","0","0","0","0","0","0","0","0"
"HLA-DRA","4237","34149","106388","10633","53793","34080","37624","24155","36964","16545"
"HLA-DRB1","1721","20983","56811","5994","29741","21280","17073","6473","21983","10029"
"HLA-DRB5","450","2383","12173","1240","16481","10780","4569","3767","3069","1216"
"HLA-DRB6","188","701","5292","315","434","458","1458","1125","1383","391"
"HLA-DRB9","5","3","3","1","2","2","3","0","1","1"
"HLA-E","6219","32515","57230","13408","57713","20167","25836","14632","16294","13859"
"HLA-F","343","9455","10511","2451","7157","1338","4213","2466","3351","1211"
"HLA-F-AS1","22","168","183","32","129","32","42","34","142","58"
"HLA-G","25","228","182","138","226","217","1349","204","74","187"
"HLA-H","468","7217","4798","1682","5870","2350","757","2330","1175","2002"
"HLA-J","41","255","215","281","512","102","24","133","103","90"
"HLA-K","410","803","120","90","991","64","91","50","42","41"
"HLA-L","135","254","344","195","229","121","116","150","82","80"
"HLA-N","0","0","0","0","0","0","0","0","0","0"
"HLA-P","1","0","0","1","1","0","0","0","0","0"
"HLA-S","0","1","1","0","0","0","0","0","1","0"
"HLA-T","0","2","0","1","0","0","0","0","1","0"
"HLA-U","9","41","0","3","29","2","1","0","0","0"
"HLA-V","60","518","110","9","487","37","30","49","14","84"
"HLA-W","1","21","16","8","13","7","3","11","2","6"
"HLA-Z","1","0","0","0","1","0","0","0","0","0"
"HLCS","336","413","1869","620","832","449","667","323","534","338"
"HLCS-IT1","0","1","0","0","3","0","0","0","1","0"
"HLF","475","105","1379","591","569","286","103","171","360","240"
"HLFP1","0","0","0","0","1","0","0","0","0","0"
"HLTF","3045","1296","2168","1883","798","1544","2586","693","488","595"
"HLTF-AS1","69","21","28","67","21","40","69","14","6","14"
"HLX","89","112","338","230","359","120","140","212","225","164"
"HLX-AS1","6","3","20","21","26","9","10","11","12","13"
"HM13","3018","5509","12578","4997","6479","4272","5740","3253","2640","7271"
"HM13-AS1","8","29","19","32","18","25","13","13","7","5"
"HM13-IT1","3","24","15","21","11","16","0","7","8","3"
"HMBOX1","280","256","205","306","447","448","225","214","291","105"
"HMBOX1-IT1","0","0","0","0","0","0","0","0","0","0"
"HMBS","319","1990","1534","1488","336","380","1346","897","311","672"
"HMCES","3076","2839","2389","3311","1897","2093","4147","1311","877","1071"
"HMCN1","1170","217","783","232","2510","1037","991","250","1281","689"
"HMCN2","320","15","288","37","291","116","6","53","113","21"
"HMG20A","935","1329","1706","738","1366","644","669","556","794","471"
"HMG20B","1751","1188","1934","3376","2356","730","1011","1098","882","1425"
"HMGA1","10063","14872","6251","11542","7310","6769","11344","5135","1542","5638"
"HMGA1P1","6","6","1","3","1","3","7","2","0","3"
"HMGA1P2","5","14","6","5","5","2","0","7","3","3"
"HMGA1P4","3","2","20","6","12","3","8","2","32","2"
"HMGA1P5","0","0","0","9","19","2","3","1","16","4"
"HMGA1P6","0","0","0","0","0","0","0","0","0","0"
"HMGA1P7","0","0","0","0","0","0","0","0","0","0"
"HMGA1P8","0","0","5","6","6","3","1","0","0","0"
"HMGA2","2432","7641","82","1214","1039","2","15300","1504","51","390"
"HMGB1","6604","11233","8272","4130","5974","3787","5830","2778","4209","4052"
"HMGB1P1","8","4","5","4","6","4","7","1","2","4"
"HMGB1P10","70","185","65","63","33","67","74","48","32","63"
"HMGB1P11","8","1","4","2","1","0","2","0","1","0"
"HMGB1P12","0","0","0","0","0","0","0","0","0","0"
"HMGB1P13","0","0","0","0","0","0","0","0","0","0"
"HMGB1P14","4","3","1","3","5","1","2","2","3","0"
"HMGB1P15","0","0","0","0","0","0","0","0","0","0"
"HMGB1P16","0","0","0","2","0","0","0","0","1","0"
"HMGB1P17","0","0","0","0","0","1","0","0","0","1"
"HMGB1P18","0","0","0","0","0","0","0","0","0","0"
"HMGB1P19","0","0","0","0","0","0","1","0","0","1"
"HMGB1P20","0","1","1","1","0","0","0","2","0","0"
"HMGB1P21","0","1","1","0","2","0","0","0","1","0"
"HMGB1P22","0","0","0","0","0","0","0","0","0","0"
"HMGB1P23","0","0","0","0","1","0","0","0","0","0"
"HMGB1P25","0","0","0","0","0","0","0","0","0","0"
"HMGB1P26","0","0","0","0","2","0","0","0","0","0"
"HMGB1P27","1","2","0","0","1","0","0","0","2","1"
"HMGB1P28","0","1","0","0","0","0","0","0","0","0"
"HMGB1P29","0","0","0","0","0","0","0","0","0","0"
"HMGB1P3","0","2","0","0","0","0","0","0","1","0"
"HMGB1P30","0","0","0","1","0","0","0","0","0","0"
"HMGB1P31","7","11","10","10","11","5","7","5","2","11"
"HMGB1P32","0","0","0","0","0","0","0","0","0","0"
"HMGB1P33","0","0","0","0","1","0","0","0","0","0"
"HMGB1P35","0","0","0","0","0","0","0","0","0","0"
"HMGB1P36","0","0","0","0","0","0","0","0","1","0"
"HMGB1P37","4","1","1","2","0","0","1","1","1","0"
"HMGB1P38","0","0","0","0","15","0","0","0","0","0"
"HMGB1P39","3","0","0","0","0","1","0","0","0","0"
"HMGB1P4","0","1","0","0","0","0","1","0","1","0"
"HMGB1P40","0","0","0","2","0","0","0","0","1","0"
"HMGB1P41","1","0","3","0","3","3","1","0","0","0"
"HMGB1P42","0","0","0","0","0","0","0","0","0","0"
"HMGB1P44","0","0","0","3","0","0","0","0","1","0"
"HMGB1P45","1","0","0","0","0","0","0","0","0","0"
"HMGB1P46","0","0","0","0","0","0","0","0","0","0"
"HMGB1P47","0","0","0","0","0","0","0","0","0","0"
"HMGB1P48","0","0","0","0","1","0","0","0","0","0"
"HMGB1P49","1","0","0","1","6","0","0","1","0","1"
"HMGB1P5","396","622","474","397","358","251","291","146","207","269"
"HMGB1P50","0","0","0","0","0","0","0","0","0","0"
"HMGB1P51","0","0","0","0","0","0","0","0","0","0"
"HMGB1P6","355","613","290","286","168","191","328","166","168","264"
"HMGB1P7","0","0","0","0","0","0","0","2","0","0"
"HMGB1P8","4","2","1","1","3","1","2","1","0","0"
"HMGB1P9","0","1","1","0","0","0","0","0","0","0"
"HMGB2","4097","2532","1930","2840","1306","1669","2138","1173","1470","924"
"HMGB2P1","0","1","5","1","0","3","0","0","8","1"
"HMGB3","3805","1096","2436","3838","1147","8352","3665","3835","2963","1483"
"HMGB3P1","0","0","0","0","0","0","0","0","0","0"
"HMGB3P10","0","1","6","0","3","1","2","4","0","0"
"HMGB3P11","0","0","0","0","0","0","0","0","0","0"
"HMGB3P12","0","0","0","0","0","0","0","0","0","0"
"HMGB3P13","0","0","0","0","0","0","0","0","0","0"
"HMGB3P14","1","0","0","1","0","2","1","1","2","0"
"HMGB3P15","0","0","0","0","0","0","0","0","0","0"
"HMGB3P16","0","0","0","0","0","0","0","0","0","0"
"HMGB3P17","0","0","0","0","0","0","0","0","1","0"
"HMGB3P18","1","0","0","0","0","0","5","1","0","0"
"HMGB3P19","0","0","0","0","0","0","0","0","0","0"
"HMGB3P2","0","0","0","0","1","0","1","0","0","0"
"HMGB3P20","0","0","0","0","0","0","0","0","0","0"
"HMGB3P21","0","0","2","0","0","0","0","2","0","0"
"HMGB3P22","7","3","18","1","4","1","3","9","6","1"
"HMGB3P23","0","0","0","0","0","0","0","0","0","0"
"HMGB3P24","4","9","2","12","4","4","4","13","8","2"
"HMGB3P26","0","0","0","0","0","0","0","0","0","0"
"HMGB3P3","0","0","0","0","0","0","0","0","0","0"
"HMGB3P30","0","0","0","0","0","0","0","0","0","0"
"HMGB3P31","0","0","1","0","0","0","0","0","0","0"
"HMGB3P4","1","6","0","1","4","2","0","3","1","0"
"HMGB3P5","0","0","0","0","0","0","0","0","0","0"
"HMGB3P6","2","1","0","2","0","2","1","2","3","1"
"HMGB3P7","0","0","3","2","2","0","0","1","0","1"
"HMGB3P8","1","8","0","0","0","0","1","0","0","0"
"HMGB3P9","1","2","0","0","1","2","0","0","1","2"
"HMGB4","0","0","0","0","0","0","0","0","0","0"
"HMGCL","872","970","5471","652","1519","1045","908","611","878","1185"
"HMGCLL1","22","0","305","1","41","25","4","4","15","19"
"HMGCR","1431","2450","2794","1800","2150","1361","5708","1808","899","1046"
"HMGCS1","7117","3710","2435","4613","3138","3828","25761","10565","621","3326"
"HMGCS2","67","3","7","0","2736","9","1","0","0","56"
"HMGN1","2949","3636","9896","2094","3408","3027","3098","1999","2644","1862"
"HMGN1P10","0","0","0","0","0","0","0","0","0","0"
"HMGN1P11","0","0","0","0","0","0","0","0","1","0"
"HMGN1P12","0","1","0","1","0","0","2","0","0","0"
"HMGN1P13","1","1","0","0","0","0","3","0","0","1"
"HMGN1P14","0","0","0","0","0","0","0","0","0","0"
"HMGN1P15","0","0","1","0","0","0","0","0","1","0"
"HMGN1P16","0","2","0","0","0","0","0","0","0","0"
"HMGN1P17","0","2","0","0","0","0","0","0","0","0"
"HMGN1P19","0","0","0","0","0","0","0","0","0","0"
"HMGN1P2","2","0","0","2","2","0","0","0","0","0"
"HMGN1P20","0","0","0","0","0","0","0","0","0","0"
"HMGN1P24","0","0","3","1","0","1","0","0","1","0"
"HMGN1P26","0","0","0","0","0","0","0","0","1","0"
"HMGN1P28","0","0","0","1","0","0","0","0","1","0"
"HMGN1P30","0","0","0","0","1","0","0","0","0","0"
"HMGN1P31","0","0","0","0","0","0","0","0","0","0"
"HMGN1P32","0","0","0","0","0","0","0","0","0","0"
"HMGN1P33","0","0","0","0","0","0","0","0","0","0"
"HMGN1P34","0","0","0","0","0","0","0","0","0","0"
"HMGN1P35","0","0","2","1","1","2","1","1","2","0"
"HMGN1P36","15","5","36","4","4","8","6","7","11","5"
"HMGN1P37","7","14","26","0","13","10","15","2","5","5"
"HMGN1P38","12","8","20","4","5","8","8","1","7","3"
"HMGN1P4","4","1","3","1","0","1","0","0","1","0"
"HMGN1P5","0","0","1","0","0","0","0","0","1","0"
"HMGN1P6","0","0","0","0","0","0","0","0","0","0"
"HMGN1P7","1","1","2","3","8","1","2","0","4","3"
"HMGN1P8","5","1","1","3","1","0","2","2","3","0"
"HMGN1P9","1","1","0","0","0","0","0","0","0","0"
"HMGN2","6843","5768","17187","2551","3652","5605","8850","3064","2873","3027"
"HMGN2P10","1","0","0","1","0","0","0","0","2","0"
"HMGN2P11","0","0","0","0","0","0","1","0","0","1"
"HMGN2P13","1","0","1","0","1","0","1","0","0","1"
"HMGN2P15","21","3","6","20","14","5","0","3","4","2"
"HMGN2P16","0","0","0","0","0","0","0","0","0","0"
"HMGN2P17","60","46","140","15","22","59","47","16","30","11"
"HMGN2P18","1","0","0","0","0","0","0","0","0","0"
"HMGN2P19","0","0","0","0","0","1","1","0","0","1"
"HMGN2P20","2","0","0","0","1","0","1","0","0","0"
"HMGN2P21","1","8","1","5","3","0","12","1","1","2"
"HMGN2P22","0","0","0","0","0","0","0","0","0","0"
"HMGN2P23","0","9","0","0","0","0","0","0","0","0"
"HMGN2P24","0","0","0","0","0","0","0","0","0","0"
"HMGN2P25","2","0","0","0","0","1","0","0","0","0"
"HMGN2P26","0","0","0","0","0","0","0","0","0","0"
"HMGN2P27","2","1","0","0","1","0","0","0","0","0"
"HMGN2P28","4","0","5","1","6","2","0","3","2","0"
"HMGN2P3","22","38","54","6","12","39","29","18","8","4"
"HMGN2P30","1","0","0","0","0","0","0","0","0","0"
"HMGN2P31","0","0","0","1","0","0","1","0","25","0"
"HMGN2P32","0","1","0","0","1","0","0","0","0","0"
"HMGN2P34","1","0","0","0","0","0","0","0","0","0"
"HMGN2P35","1","0","0","0","1","0","0","0","1","0"
"HMGN2P36","0","0","0","0","0","0","0","0","1","0"
"HMGN2P38","0","0","0","0","0","0","1","0","0","0"
"HMGN2P39","0","0","0","0","0","0","0","0","0","0"
"HMGN2P4","6","6","11","0","4","1","7","5","2","2"
"HMGN2P40","1","1","1","0","4","0","1","0","0","0"
"HMGN2P46","17","57","49","30","94","22","39","40","20","24"
"HMGN2P47","0","0","0","0","0","0","0","0","0","0"
"HMGN2P5","55","28","76","15","27","23","54","7","21","18"
"HMGN2P6","4","1","10","1","1","2","1","0","3","0"
"HMGN2P7","2","0","0","0","0","0","0","0","0","0"
"HMGN2P8","2","2","3","0","0","0","2","1","1","0"
"HMGN2P9","0","0","0","0","0","0","0","0","0","0"
"HMGN3","2845","673","4887","763","1647","1355","1972","808","1031","690"
"HMGN3-AS1","758","223","1176","295","423","413","572","252","239","254"
"HMGN3P1","1","0","0","0","0","0","3","0","0","0"
"HMGN4","823","2636","2985","939","2222","769","2088","1328","683","683"
"HMGN5","267","12","190","9","247","50","260","28","106","30"
"HMGXB3","1053","2005","2194","1683","1877","781","1245","1105","1178","777"
"HMGXB4","850","1558","1041","910","959","857","2168","562","477","863"
"HMHB1","0","0","1","0","0","0","0","0","0","0"
"HMMR","453","881","316","542","147","430","895","230","267","142"
"HMMR-AS1","56","117","32","67","19","40","84","29","18","13"
"HMOX1","370","856","4933","1081","1753","2267","2329","1664","1003","2193"
"HMOX2","773","2485","4790","935","2268","1168","1367","913","812","1216"
"HMSD","5","15","17","29","28","4","5","36","22","10"
"HMX1","1","15","2","167","0","0","0","0","0","0"
"HMX2","1","10","1","13","0","0","1","2","0","0"
"HMX3","0","3","0","0","0","0","0","0","0","0"
"HNF1A","32","35","107","43","563","29","22","40","35","11"
"HNF1A-AS1","1","2","93","1","725","0","0","1","6","4"
"HNF4A","6","8","245","1","4584","4","0","2","73","21"
"HNF4A-AS1","0","0","0","0","5","0","0","0","0","0"
"HNF4G","43","51","428","93","1079","30","81","1","210","45"
"HNF4GP1","0","0","0","0","0","0","0","0","0","0"
"HNMT","145","481","4117","235","3184","1185","712","405","906","1092"
"HNRNPA0","4503","4278","7983","3580","5181","4167","5172","3493","3020","1785"
"HNRNPA1","16223","12856","16680","10374","13249","10360","16966","8456","10490","9911"
"HNRNPA1L2","129","88","105","108","103","43","83","67","92","30"
"HNRNPA1P1","0","0","0","0","0","0","0","0","0","0"
"HNRNPA1P10","27","13","14","8","5","6","8","9","18","11"
"HNRNPA1P11","0","0","1","0","0","0","0","0","0","0"
"HNRNPA1P12","4","1","3","7","8","2","4","4","6","4"
"HNRNPA1P13","0","0","0","0","0","0","0","0","0","1"
"HNRNPA1P14","3","1","1","7","6","1","0","2","0","0"
"HNRNPA1P15","1","0","0","2","0","0","0","1","0","1"
"HNRNPA1P16","38","13","3","91","24","22","10","27","6","4"
"HNRNPA1P17","0","0","10","2","0","0","0","0","1","0"
"HNRNPA1P18","0","0","0","0","0","0","0","0","0","0"
"HNRNPA1P19","0","0","0","0","0","0","0","0","0","0"
"HNRNPA1P2","1","0","1","0","0","0","2","0","1","1"
"HNRNPA1P20","1","1","0","0","0","0","0","0","2","0"
"HNRNPA1P21","9","39","61","29","25","39","35","56","53","8"
"HNRNPA1P22","5","0","0","0","0","4","1","0","0","0"
"HNRNPA1P23","0","0","1","0","0","0","2","0","2","0"
"HNRNPA1P24","0","0","0","0","0","0","0","0","0","0"
"HNRNPA1P25","0","0","0","0","1","0","0","0","0","0"
"HNRNPA1P26","2","0","1","2","0","0","0","1","2","1"
"HNRNPA1P27","14","14","114","1","6","49","2","0","124","4"
"HNRNPA1P28","1","0","0","0","1","0","3","2","3","2"
"HNRNPA1P29","0","0","0","0","0","0","0","0","0","0"
"HNRNPA1P3","0","0","0","0","0","0","0","0","1","0"
"HNRNPA1P30","2","0","0","1","1","0","0","0","1","0"
"HNRNPA1P31","0","0","0","0","0","0","0","0","0","0"
"HNRNPA1P32","0","0","0","0","0","0","0","0","0","0"
"HNRNPA1P33","1","6","1","1","9","0","0","0","2","2"
"HNRNPA1P34","1","0","0","0","1","0","0","0","0","1"
"HNRNPA1P35","19","3","3","6","5","3","9","7","7","2"
"HNRNPA1P36","7","3","4","2","5","2","4","1","5","1"
"HNRNPA1P37","0","0","0","0","0","1","2","1","1","0"
"HNRNPA1P38","9","8","8","13","11","4","17","4","5","10"
"HNRNPA1P39","4","3","0","2","1","1","6","1","7","3"
"HNRNPA1P4","7","6","3","5","6","5","4","5","7","6"
"HNRNPA1P40","3","8","0","1","2","2","0","1","0","0"
"HNRNPA1P41","1","0","2","0","0","1","0","0","0","0"
"HNRNPA1P42","0","0","0","0","0","0","0","0","1","0"
"HNRNPA1P43","1","0","0","1","0","0","1","0","0","0"
"HNRNPA1P44","0","0","1","2","0","0","0","0","1","0"
"HNRNPA1P45","2","4","0","0","0","0","0","1","0","0"
"HNRNPA1P46","1","0","0","0","0","1","0","0","0","0"
"HNRNPA1P47","2","0","0","0","0","0","0","0","0","0"
"HNRNPA1P48","122","70","74","60","61","37","67","36","88","46"
"HNRNPA1P49","1","11","1","19","4","3","2","11","6","0"
"HNRNPA1P5","0","0","0","0","0","0","1","0","0","0"
"HNRNPA1P50","5","1","1","2","2","0","2","1","5","0"
"HNRNPA1P51","1","1","0","0","0","0","1","0","1","0"
"HNRNPA1P52","2","0","0","0","0","0","0","0","1","0"
"HNRNPA1P53","1","1","1","1","3","0","0","1","2","1"
"HNRNPA1P54","2","0","3","0","0","1","2","2","1","1"
"HNRNPA1P55","2","0","0","0","0","0","0","0","1","0"
"HNRNPA1P56","0","0","0","1","0","0","1","0","2","1"
"HNRNPA1P57","0","0","0","0","0","0","0","0","0","0"
"HNRNPA1P58","0","0","0","0","0","0","0","0","0","0"
"HNRNPA1P59","9","6","7","4","12","2","5","13","2","1"
"HNRNPA1P6","3","0","0","0","0","0","0","0","1","0"
"HNRNPA1P60","0","0","0","1","1","0","0","0","0","0"
"HNRNPA1P61","0","1","1","1","1","0","0","0","1","0"
"HNRNPA1P62","1","0","0","0","0","0","2","0","0","0"
"HNRNPA1P63","2","0","0","0","0","0","1","0","0","0"
"HNRNPA1P64","0","0","0","0","0","0","0","0","0","0"
"HNRNPA1P65","0","0","0","0","0","1","0","0","0","0"
"HNRNPA1P66","0","4","1","0","0","0","2","3","0","0"
"HNRNPA1P67","3","1","0","0","0","0","1","0","1","0"
"HNRNPA1P68","1","2","2","1","2","0","0","0","0","0"
"HNRNPA1P69","0","0","0","0","1","0","0","0","0","0"
"HNRNPA1P7","30","10","20","19","13","6","15","13","15","12"
"HNRNPA1P70","0","0","4","0","2","1","1","8","1","0"
"HNRNPA1P71","1","0","1","0","1","1","0","0","0","0"
"HNRNPA1P72","0","0","0","0","0","0","0","0","0","0"
"HNRNPA1P73","0","0","0","0","0","0","0","0","0","0"
"HNRNPA1P74","0","0","0","0","1","0","0","0","0","0"
"HNRNPA1P76","2","1","0","0","1","0","0","0","1","0"
"HNRNPA1P8","6","4","4","2","6","4","2","1","8","3"
"HNRNPA1P9","0","0","1","0","0","0","0","0","0","0"
"HNRNPA2B1","23828","19492","21346","17392","19395","11951","27748","13285","13362","8779"
"HNRNPA3","11422","5736","10913","12289","6400","7613","8852","4466","5344","3144"
"HNRNPA3P1","4","4","5","3","0","1","2","1","2","1"
"HNRNPA3P10","14","0","1","10","5","5","8","2","13","4"
"HNRNPA3P11","0","1","0","1","3","1","1","0","0","2"
"HNRNPA3P12","10","1","7","11","5","2","6","0","5","0"
"HNRNPA3P13","1","0","0","0","0","0","2","0","1","1"
"HNRNPA3P14","0","0","0","0","0","0","0","0","0","0"
"HNRNPA3P15","0","1","0","0","1","1","0","0","0","1"
"HNRNPA3P16","0","0","0","0","0","0","0","0","0","0"
"HNRNPA3P2","0","2","0","0","3","1","1","0","1","0"
"HNRNPA3P3","20","6","0","9","0","3","5","4","10","2"
"HNRNPA3P4","2","1","0","2","0","0","0","0","1","0"
"HNRNPA3P5","19","3","5","15","3","6","9","1","4","6"
"HNRNPA3P6","102","37","44","115","30","44","79","18","53","35"
"HNRNPA3P7","1","0","2","0","0","0","0","0","0","0"
"HNRNPA3P8","0","0","0","0","0","0","0","0","0","0"
"HNRNPA3P9","8","4","5","13","9","2","1","3","2","2"
"HNRNPAB","2765","5278","6000","3687","4395","5728","5474","3232","3097","1616"
"HNRNPABP1","0","0","1","1","2","0","2","0","2","1"
"HNRNPC","11087","16342","21670","10334","8105","9252","22932","5875","7035","7209"
"HNRNPCL1","0","0","1","1","2","1","3","0","1","0"
"HNRNPCL4","0","0","0","0","0","0","0","0","0","0"
"HNRNPCP1","29","16","32","30","23","5","10","8","11","7"
"HNRNPCP10","1","0","0","0","0","0","0","0","0","0"
"HNRNPCP2","354","857","663","494","173","389","1078","295","246","363"
"HNRNPCP3","1","1","3","0","2","1","2","0","1","1"
"HNRNPCP4","4","0","3","2","0","1","1","2","2","0"
"HNRNPCP6","2","0","0","1","0","0","1","0","0","2"
"HNRNPCP7","9","5","8","22","15","9","4","14","11","8"
"HNRNPCP8","4","0","1","0","4","1","2","0","0","0"
"HNRNPCP9","0","0","0","0","0","0","0","0","0","0"
"HNRNPD","6031","5775","4577","5509","5485","3638","5534","5011","4816","3168"
"HNRNPDL","4059","6442","5132","3683","6436","2608","4436","3355","4385","2935"
"HNRNPDLP1","0","0","0","0","0","0","0","0","0","0"
"HNRNPDLP2","0","0","0","0","0","0","0","0","0","0"
"HNRNPDLP3","0","0","0","0","0","0","0","0","0","0"
"HNRNPDLP4","0","0","1","0","0","0","0","0","0","0"
"HNRNPDP1","4","1","0","0","0","0","0","1","3","0"
"HNRNPDP2","0","0","0","0","0","0","0","0","0","0"
"HNRNPF","4032","15645","11020","4949","9339","6523","7105","2829","4104","4137"
"HNRNPFP1","0","1","0","0","0","0","0","0","1","0"
"HNRNPH1","7830","7902","9705","6728","6683","4014","7432","5104","8413","2309"
"HNRNPH1P1","10","1","4","5","5","0","1","0","5","1"
"HNRNPH1P2","0","0","0","0","0","0","0","0","0","0"
"HNRNPH1P3","2","0","5","0","0","0","0","1","0","0"
"HNRNPH2","2079","1892","3518","1662","4105","1866","2077","1051","1757","1175"
"HNRNPH3","4521","3085","4437","2348","3049","2683","3726","1839","2348","1223"
"HNRNPH3P1","1","0","0","0","0","0","0","0","0","0"
"HNRNPK","15609","17969","21696","14805","16361","12231","21977","8360","10474","8747"
"HNRNPKP1","20","10","13","14","6","12","15","8","13","16"
"HNRNPKP2","13","5","6","7","3","2","6","3","6","2"
"HNRNPKP3","0","0","0","0","0","0","0","0","0","1"
"HNRNPKP4","44","11","13","16","8","5","11","4","28","9"
"HNRNPKP5","0","2","0","0","0","0","0","0","0","0"
"HNRNPL","5200","3769","5704","3364","3883","3266","6987","2456","2493","2232"
"HNRNPLL","807","1453","2037","1193","1211","1031","1704","757","792","667"
"HNRNPLP1","7","0","1","0","0","0","3","0","0","1"
"HNRNPLP2","71","83","57","30","21","29","25","12","36","12"
"HNRNPM","7827","3871","6834","8405","6374","5104","7708","3783","3466","2989"
"HNRNPMP1","0","0","0","0","2","1","0","0","0","0"
"HNRNPMP2","0","0","0","0","0","0","0","0","0","0"
"HNRNPR","5056","4057","6049","3462","4765","3424","4876","2544","2991","2332"
"HNRNPRP1","0","2","0","0","1","0","1","0","1","0"
"HNRNPRP2","0","0","0","0","0","0","0","0","0","0"
"HNRNPU","18152","10771","17032","14454","14898","12514","15313","9121","11712","6541"
"HNRNPUL1","18170","5417","11596","6885","7803","10267","10295","4528","6005","5766"
"HNRNPUL2","1800","1296","1870","665","2026","1216","549","964","1237","431"
"HNRNPUP1","12","4","0","3","2","1","3","1","6","3"
"HOGA1","8","65","33","7","35","7","5","8","0","16"
"HOMER1","497","727","560","156","229","469","750","206","296","308"
"HOMER2","274","2709","1285","637","313","694","237","29","738","497"
"HOMER2P1","0","0","2","0","0","122","0","23","0","0"
"HOMER2P2","0","0","0","0","0","3","0","0","0","0"
"HOMER3","152","414","255","471","219","377","351","303","137","117"
"HOMEZ","790","588","839","1208","585","517","797","597","457","515"
"HOOK1","1044","832","2061","463","792","827","943","466","768","297"
"HOOK2","2040","1627","2060","3427","4383","766","890","1575","1520","1872"
"HOOK3","916","1591","955","852","1841","2133","677","892","1837","648"
"HOPX","862","3642","21444","314","3408","1768","882","264","6312","4678"
"HORMAD1","91","300","0","308","6","1","443","127","0","48"
"HORMAD2","2","4","17","0","3","11","2","0","0","2"
"HORMAD2-AS1","2","2","13","0","4","44","3","0","0","2"
"HOTAIR","1","18","61","17","142","6","2","6","0","5"
"HOTAIRM1","63","32","26","51","24","5","21","41","12","28"
"HOTTIP","2","3","0","5","38","0","6","4","0","1"
"HOXA-AS2","387","133","327","107","145","44","214","129","84","141"
"HOXA-AS3","85","37","141","44","172","55","51","53","48","187"
"HOXA1","180","106","148","98","16","11","214","136","10","156"
"HOXA10","289","286","626","310","896","4","369","354","5","147"
"HOXA10-AS","210","204","341","236","535","1","227","211","1","101"
"HOXA11","32","1","2","50","2","0","138","41","0","31"
"HOXA11-AS","9","0","3","12","0","0","14","23","1","7"
"HOXA13","162","52","3","95","279","0","110","22","1","60"
"HOXA2","23","21","44","6","21","9","9","22","11","10"
"HOXA3","300","126","382","196","203","34","490","188","73","114"
"HOXA4","64","28","60","3","33","5","21","15","6","22"
"HOXA5","64","33","270","58","413","79","35","61","107","116"
"HOXA6","2","20","32","30","45","8","2","23","4","14"
"HOXA7","101","8","125","46","79","46","40","33","48","171"
"HOXA9","21","17","6","23","16","3","3","14","6","3"
"HOXB-AS1","139","165","184","143","114","297","67","93","42","86"
"HOXB-AS2","8","1","6","7","10","12","0","3","5","2"
"HOXB-AS3","46","216","559","117","306","322","107","69","68","97"
"HOXB-AS4","0","23","0","26","0","2","0","0","0","0"
"HOXB1","0","18","1","2","4","9","1","1","5","0"
